researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,volume,pages,publisher,abdc_self_reported,citation_percentile,source
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Tax compliance costs methodology - a research agenda for the future.,Taxation Compliance Costs: A Festschrift for Cedric Sandford,2001,Book Chapters,,,Tran-Nam B,,pp. 51 - 68,Prospect Media,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Taxation compliance costs: Some recent empirical work and international comparisons,Tax administration: Facing the challenges of the future,1998,Book Chapters,,,Evans CC; Ritchie KA; Tran-Nam B; Walpole M,,pp. 177 - 194,Prospect Media,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Introduction and summary,Tax reform and the GST: an international perspective,1998,Book Chapters,,,Tran-Nam B,,pp. 1 - 9,Prospect Media,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Government Incentives for Innovation and Entrepreneurship: An International Experience,,2022,Edited Books,,,,,,Springer Nature,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Recent Developments in Normative Trade Theory and Welfare Economics,,2018,Edited Books,10.1007/987-981-10-8615-1,http://dx.doi.org/10.1007/987-981-10-8615-1,,,,Springer,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,"Governance, Productivity and Economic Development",Journal of Public Economic Theory,2026,Journal articles,10.1111/jpet.70099,http://dx.doi.org/10.1111/jpet.70099,Van CL; Pham NS; Pham TKC; Tran-Nam B,28,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Effectiveness of the lockdown policy in Vietnam during the COVID-19 pandemic,Global Health Economics and Sustainability,2024,Journal articles,10.36922/ghes.3423,http://dx.doi.org/10.36922/ghes.3423,Lai D-H; Le T-H; Tran-Nam B,,pp. 1 - 14,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Tax Administrators’ Perception of Australian Large Business Complexity,"Australian Tax Forum: a journal of taxation policy, law and reform",2024,Journal articles,,,Tran-Nam B; Hughlene B; Stewart K,39,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,A Preliminary Analysis of Australian Income Tax Measures relating to Environmental Protection,Australian Tax Review,2024,Journal articles,,,Tran-Nam B; Stoianoff N; Michael W,53,pp. 55 - 73,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,IMPACTS OF LOAN SUPPORT POLICY ON FARM INCOME IN VIETNAM,Journal of Economic Development,2023,Journal articles,10.35866/caujed.2023.48.2.003,http://dx.doi.org/10.35866/caujed.2023.48.2.003,Dao TL; Le TH; Tran-Nam B,48,pp. 53 - 81,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,"Comparing the Harrod-Domar, Solow and Ramsey growth models and their implications for economic policies",Fulbright Review of Economics and Policy,2023,Journal articles,10.1108/frep-06-2023-0022,http://dx.doi.org/10.1108/frep-06-2023-0022,Le-Van C; Tran-Nam B,3,pp. 167 - 183,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Assessing VAT Compliance Burden in Gulf Cooperation Council Countries,eJournal of Tax Research,2023,Journal articles,,https://www.unsw.edu.au/content/dam/pdfs/unsw-adobe-websites/business-school/faculty/research/ejournal-of-tax-research/23-12-14.2-eJTR-21(2)-compilation-final.pdf,Tran-Nam B; Abdellatif M,21,pp. 301 - 322,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Presumptive Income Taxes and Tax Compliance Costs: Policy Implications for Small and Medium Enterprises in Emerging Economies,Journal of Tax Administration,2023,Journal articles,,http://jota.website/index.php/JoTA/article/view/311,Tran-Nam B; Ferry F; Evans C,8,pp. 6 - 44,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Editorial: Overview of the current issue,Fulbright Review of Economics and Policy,2023,Journal articles,10.1108/frep-11-2023-074,http://dx.doi.org/10.1108/frep-11-2023-074,Tran-Nam B; Le-Van C; Pham-Hoang V; Le T-H,3,pp. 77 - 86,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Overview of the Special Issue in Honour of Professor Murray C. Kemp,Foreign Trade Review,2023,Journal articles,10.1177/00157325221129725,http://dx.doi.org/10.1177/00157325221129725,Tran-Nam B; Tawada M,58,pp. 7 - 14,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Tax Justice and Equity in Australia in the Post-pandemic Environment,New Zealand Journal of Taxation Law and Policy,2023,Journal articles,,https://www.westlaw.com/Document/If5397edeb12b11ee8921fbef1a541940/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,Tran-Nam B; Walpole M; Mellor P,29,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,An Introduction to the Special Issue on Tax Dispute Resolution,Australian Tax Review,2023,Journal articles,,https://search.informit.org/toc/austaxrev/52/4,Tran-Nam B; Walpole M,52,pp. 207 - 210,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Kantian–Nashian interaction and petty tax corruption in developing countries,Fulbright Review of Economics and Policy,2023,Journal articles,10.1108/frep-05-2023-0018,http://dx.doi.org/10.1108/frep-05-2023-0018,Tran-Nam B,3,pp. 244 - 261,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Alternative Tax Dispute Resolution: Perspectives from ATO Officers,Australian Tax Review,2023,Journal articles,,https://anzlaw.thomsonreuters.com/Document/Ica784211aed511eeb09b8c528a5effac/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,Walpole M; Tran-Nam B; Joseph S-A,52,pp. 211 - 229,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Editorial announcement,EJOURNAL OF TAX RESEARCH,2022,Journal articles,,,Binh T-N,19,pp. 185 - 185,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Overview.,S Afr Med J,2022,Journal articles,10.7196/SAMJ.2022.v112i8b.16648,http://dx.doi.org/10.7196/SAMJ.2022.v112i8b.16648,Bradshaw D; Pillay van-Wyk V; Neethling I; Roomaney RA; Cois A; Joubert JD; Nannan N; Abdelatief N; Awotiwon OF; Turawa EB; Nojilana B; Groenewald P; Matzopoulos R; Prinsloo M; Cairncross E; Wright CY; Peer N; Pacella R; The Sacra Collaborative Group,112,pp. 556 - 570,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The Tax Treatment of Small and Medium Enterprises in Developed and Developing Countries: A Comparative Analysis of Australia and Egypt,New Zealand Journal of Tax Law and Policy,2022,Journal articles,,,Tran-Nam B; Abdellatif M,28,pp. 73 - 93,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,"Potential Tax Ratio, Tax Effort and Tax Inefficiency in the OECD: An Empirical Study Using the Stochastic Tax Frontier Model","Australian Tax Forum: a journal of taxation policy, law and reform",2022,Journal articles,,,Tran-Nam B; Le TH,37,pp. 131 - 164,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,THE SIMPLIFIED TAX REGIME FOR MICRO AND SMALL ENTERPRISES IN EGYPT: AN ANALYSIS OF THE THEORETICAL AND IMPLEMENTATION ISSUES,Journal of the Australasian Tax Teachers Association,2021,Journal articles,,,Abdellatif MM; Tran-Nam B; Ramdani B,16,pp. 38 - 63,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Estimating unit cost of public university education in Vietnam,Educational Research for Policy and Practice,2021,Journal articles,10.1007/s10671-020-09280-8,http://dx.doi.org/10.1007/s10671-020-09280-8,Pham VT; Tran-Nam B,20,pp. 279 - 305,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Editorial,EJOURNAL OF TAX RESEARCH,2021,Journal articles,,,Taylor J; Tran-Nam B; Evans A; Mellor P,19,pp. I - +,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Effects of Tax Administration Corruption on Innovation Inputs and Outputs: Evidence from Small and Medium Enterprises in Vietnam,"Empirical Economics: a quarterly journal of the Institute for Advanced Studies, Vienna",2021,Journal articles,10.1007/s00181-021-02072-w,http://dx.doi.org/10.1007/s00181-021-02072-w,Tran-Nam B; Doan HQ; Vu NH; Nguyen NA,,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,A critical examination of policy objectives and instruments for a sustainable and inclusive post-pandemic recovery,Fulbright Review of Economics and Policy,2021,Journal articles,10.1108/frep-09-2021-0053,http://dx.doi.org/10.1108/frep-09-2021-0053,Tran-Nam B; Le-Van C; Nguyen N-A,1,pp. 140 - 157,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,"The Effects of Emotion, Trust and Perception on Tax Compliance: Empirical Evidence from Vietnam",Advances in Taxation,2021,Journal articles,,,Tran-Nam B; Nguyen V; Nguyen V; Nguyen-Cuu D; Nguyen VTT; Ngoc P; Ngo T,29,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Estimating Aggregate Tax Compliance Cots: A Bivariate State Space Approach,"Australian Tax Forum: a journal of taxation policy, law and reform",2021,Journal articles,,,Tran-Nam B; Wu H,36,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Diagnosing the VAT Compliance Burden: A Cross-Country Assessment,International VAT Monitor,2020,Journal articles,10.59403/7pcmhd,http://dx.doi.org/10.59403/7pcmhd,Evans C; Highfield R; Tran-Nam B; Walpole M,2020,pp. 84 - 93,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The Kuznets curve for export diversification and income inequality: Evidence from a global sample,Economic Analysis and Policy,2020,Journal articles,10.1016/j.eap.2019.11.004,http://dx.doi.org/10.1016/j.eap.2019.11.004,Le TH; Nguyen CP; Su TD; Tran-Nam B,65,pp. 21 - 39,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Qualification mismatch in the labor market and the impact on earnings: evidence from Vietnam,Journal of Economics and Development,2019,Journal articles,10.1108/JED-09-2019-0032,http://dx.doi.org/10.1108/JED-09-2019-0032,Quang HL; Tran-Nam B,21,pp. 223 - 233,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Prato Comparative CGT Conference 2017,EJOURNAL OF TAX RESEARCH,2019,Journal articles,,,Taylor J; Binh T-N,16,pp. 266 - 268,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Editorial,eJournal of Tax Research,2019,Journal articles,,,Taylor J; Tran-Nam B,16,pp. 266 - 268,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,"The Impact of Tax Rate, Compliance Burden and Corruption Control on Tax Ratio: Evidence from Emerging Asian Countries from 2004 to 2015",New Zealand Journal of Tax Law and Policy,2019,Journal articles,,,Tran-Nam B; Nguyen Phuong L,25,pp. 285 - 307,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Determinants of Level of Taxation: An Empirical Study of OECD Countries from 2006 to 2016,"Australian Tax Forum: a journal of taxation policy, law and reform",2019,Journal articles,,,Tran-Nam B; Nguyen-Phuong L; Nguyen TPN,34,pp. 742 - 765,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Pre-Contractual Due Diligence by Franchisees and Independent Small Business Buyers,Australian Business Law Review,2018,Journal articles,,https://www.westlaw.com.au/maf/wlau/app/document?docguid=I4e047e0abd0a11e898719c83364b0845&tocDs=AUNZ_AU_JOURNALS_TOC&isTocNav=true&startChunk=1&endChunk=1,Frazer L; Buchan J; Weaven S; Tran-Nam B; Grace A,46,pp. 157 - 177,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Relative Costs and FDI: Why Did Vietnam Forge So Far Ahead,Economic Analysis and Policy,2018,Journal articles,10.1016/j.eap.2018.02.004,http://dx.doi.org/10.1016/j.eap.2018.02.004,Le T-H; Tran-Nam B,59,pp. 1 - 13,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,"Trade Liberalization, Financial Modernization and Economic Development: An Empirical Study of Selected Asia-Pacific Countries",Research in Economics,2018,Journal articles,10.1016/j.rie.2017.03.001,http://dx.doi.org/10.1016/j.rie.2017.03.001,Le T-H; Tran-Nam B,,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The Impact of the HaiyangShiyou 981 Event on Vietnam’s Stock Markets,Journal of Emerging Market Finance,2018,Journal articles,10.1177/0972652718798215,https://journals.sagepub.com/doi/abs/10.1177/0972652718798215,"Le, T.H.; Tran-Nam B",,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,History of Accounting Standard Setting in an Emerging Transition Economy: The Case of Vietnam,Accounting History,2018,Journal articles,10.1177/1032373217745672,http://dx.doi.org/10.1177/1032373217745672,"Phan, H.D.; Jaoshi, M.; Tran-Nam B",,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Perceptions of Corruption and Tax Compliance Behaviour: Policy Implications for Developing Countries,Bulletin of Indonesian Economic Studies,2018,Journal articles,10.1080/00074918.2017.1364349,http://dx.doi.org/10.1080/00074918.2017.1364349,Rosid A; Evans C; Tran-Nam B,,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The implementation of the goods and services tax in Malaysia: Potential issues perceived by business taxpayers,Journal of the Australasian Tax Teachers Association,2018,Journal articles,,,Santhariah A; Tran-Nam B; Boccabella D; Rametse N,13,pp. 351 - 397,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Editorial,EJOURNAL OF TAX RESEARCH,2018,Journal articles,,,Taylor J; Binh T-N,16,pp. 1 - 1,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Effective Access to Independent Tax Dispute Resolution in Australia: The Tax Adviser’s Perspective,Australian Tax Review,2018,Journal articles,,,Tran-Nam B; Walpole M,47,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Oil Prices Fluctuations and the Need for Tax Policy Reform in the State of Qatar,Bulletin for International Taxation,2017,Journal articles,,https://online.ibfd.org/kbase/index.jsp#topic=doc&url=/linkresolver/static/bit_2017_12_qa_1,Abdellatif M; Eid AG; Tran-Nam B,71,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The Adequacy of Pre-purchase Due Diligence in Independent Small Business and Franchising,Australian Accounting Review,2017,Journal articles,10.1111/auar.12164,http://dx.doi.org/10.1111/auar.12164,Buchan JM; Frazer L; Weaven S; Tran-Nam B; Grace A,28,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,GST/VAT GENERAL ANTI-AVOIDANCE APPROACHES: SOME PRELIMINARY FINDINGS FROM A COMPARATIVE STUDY OF AUSTRALIA AND SOUTH AFRICA,"Australian Tax Forum: a journal of taxation policy, law and reform",2017,Journal articles,,https://www.taxinstitute.com.au/,Datt KH; Nienaber G; Tran-Nam B,32,pp. 377 - 398,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The Office of Tax Simplification: The Way Forward,British Tax Review,2017,Journal articles,,,Sherwood J; Evans C; Tran-Nam B,2017,pp. 249 - 268,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Tax Policy Challenges in An Era of Political Transition: The Case of Egypt,eJournal of Tax Research,2017,Journal articles,,https://www.business.unsw.edu.au/research-site/publications-site/ejournaloftaxresearch-site/Documents/Abdellatif_Tran-Nam_Tax_policy_challenges.pdf,Tran-Nam B; Abdellatif KM,14,pp. 683 - 706,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Tax Corruption and Private Sector Development in Vietnam,eJournal of Tax Research,2017,Journal articles,,,Tran-Nam B; Nguyen NA; Doan QH,15,pp. 290 - 311,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Decomposing the Gains from Trade in the Presence of Time-consuming Consumption,International Journal of Development and Conflict,2017,Journal articles,,http://www.ijdc.org.in/uploads/1/7/5/7/17570463/june2017art1v1.pdf,Tran-Nam B,7,pp. 1 - 11,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Estimating Aggregate Tax Compliance Costs: A New Approach Using a State Space Model,"Australian Tax Forum: a journal of taxation policy, law and reform",2017,Journal articles,,https://www.taxinstitute.com.au/tiausttaxforum/estimating-aggregate-tax-compliance-costs-a-new-approach-using-a-state-space-model,Wu H; Tran-Nam B,32,pp. 197 - 223,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The Tax Compliance Costs of Large Corporations: An Empirical Inquiry and Comparative Analysis,Canadian Tax Journal,2016,Journal articles,,,Evans CC; Lignier P; Tran-Nam B,64,pp. 751 - 793,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The impact of petty corruption on firm innovation in Vietnam,Crime Law and Social Change,2016,Journal articles,10.1007/s10611-016-9610-1,http://dx.doi.org/10.1007/s10611-016-9610-1,Nguyen NA; Doan QH; Nguyen NM; Tran-Nam B,65,pp. 377 - 394,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,The Tax Policy Debate Regarding Tax Incentives in Developing Countries: The Case of Targeted Tax Incentives in Egypt,Bulletin for International Taxation,2016,Journal articles,,https://www.ibfd.org/IBFD-Products/Journal-Articles/Bulletin-for-International-Taxation/collections/bit/html/bit_2016_07_eg_1.html,Tran-Nam B; Abdellatif KM,70,,,,,UNSW staff profile
Binh Tran-Nam,https://www.unsw.edu.au/staff/binh-tran-nam,UNSW Sydney,Accounting,Do Perceptions of Corruption Influence Personal Income Taxpayer Reporting Behaviour? Evidence from Indonesia,eJournal of Tax Research,2016,Journal articles,,https://www.business.unsw.edu.au/research/research-journals/atax-journal/current-issue,Tran-Nam B; Arifin R; Evans CC,14,pp. 387 - 426,,,,UNSW staff profile
