researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,author_count,volume,pages,publisher,abdc_self_reported,citation_percentile,source,citation_top_10_percent,cited_by_count,fwci,issn,openalex_id
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,The European Debt Crisis,ACTUALITE ECONOMIQUE,2015,Journal articles,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS%3A000433766700009&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=891bb5ab6ba270e68a29b250adbe88d1,Jeanneret A; Chouaib E,2,91,pp. 599 - 631,,,,UNSW staff profile,,,,,
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,The dynamics of sovereign credit risk,Journal of Financial and Quantitative Analysis,2015,Journal articles,,,Jeanneret A,1,50,pp. 963 - 985,,,,UNSW staff profile,,,,,
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,Convertible debt and shareholder incentives,Journal of Corporate Finance,2014,Journal articles,,,Dorion C; François P; Grass G; Jeanneret A,4,24,pp. 38 - 56,,,,UNSW staff profile,,,,,
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,The Dynamics of the Implied Volatility Surface: A Story of Rare Economic Events,SSRN Electronic Journal,,Journal articles,10.2139/ssrn.3590242,http://dx.doi.org/10.2139/ssrn.3590242,Hasler M; Jeanneret A,2,,,,,,UNSW staff profile,,1,,1556-5068,W3130056822
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Better sooner than later? Effects of adopting drone-enabled inventory observation on auditor liabilities,Managerial Auditing Journal,2026,Journal articles,10.1108/MAJ-01-2025-4642,http://dx.doi.org/10.1108/MAJ-01-2025-4642,Kim S; Downen T; Kang H,3,41,pp. 557 - 578,,,0.9541357,UNSW staff profile,True,1,6.9851,0268-6902,W7128042518
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Investor perceptions of mandatory quarterly interim management statements,Journal of Accounting and Public Policy,2025,Journal articles,10.1016/j.jaccpubpol.2025.107379,http://dx.doi.org/10.1016/j.jaccpubpol.2025.107379,Zhang Y; Kang H; Li CK,3,54,,,,0.41750068,UNSW staff profile,False,0,0.0,0278-4254,W4416355258
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Non-IFRS earnings information in financial highlights of annual reports,Advances in Accounting,2024,Journal articles,10.1016/j.adiac.2024.100764,http://dx.doi.org/10.1016/j.adiac.2024.100764,Dinh T; Kang H; Zhao C,3,67,,,,0.13529201,UNSW staff profile,False,0,0.0,0882-6110,W4400380087
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,"Special Issue: Literature reviews exploring international aspects of accounting, auditing, and taxation",JOURNAL OF INTERNATIONAL ACCOUNTING AUDITING AND TAXATION,2024,Journal articles,10.1016/j.intaccaudtax.2024.100637,http://dx.doi.org/10.1016/j.intaccaudtax.2024.100637,Leventis S; Kang H; Watson L,3,56,,,,0.84498388,UNSW staff profile,False,2,1.452,1061-9518,W4400026826
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Editorial Letter March 2023,JOURNAL OF INTERNATIONAL ACCOUNTING AUDITING AND TAXATION,2023,Journal articles,10.1016/j.intaccaudtax.2023.100538,http://dx.doi.org/10.1016/j.intaccaudtax.2023.100538,Leventis S; Kang H; Hansen TB; Zhou HH,4,50,,,,,UNSW staff profile,,0,,1061-9518,W4328105799
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,The joint effect of internal and external governance on earnings management and firm performance,Journal of Corporate Accounting and Finance,2022,Journal articles,10.1002/jcaf.22536,http://dx.doi.org/10.1002/jcaf.22536,Duong HK; Kang H; Salter SB,3,33,pp. 68 - 90,,,0.91175365,UNSW staff profile,True,15,3.0628,1044-8136,W4210413060
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,The value relevance of fair value and historical cost measurements during the financial crisis,Accounting and Finance,2021,Journal articles,10.1111/acfi.12655,http://dx.doi.org/10.1111/acfi.12655,Liao L; Kang H; Morris RD,3,61,pp. 2069 - 2107,,,0.94487511,UNSW staff profile,True,29,4.6534,0810-5391,W3038440378
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,The impact of legal efficacy on value relevance of the three-level fair value measurement hierarchy,Pacific Basin Finance Journal,2020,Journal articles,10.1016/j.pacfin.2019.101259,http://dx.doi.org/10.1016/j.pacfin.2019.101259,Liao L; Yao D; Kang H; Morris RD,4,59,,,,0.9033557,UNSW staff profile,True,20,2.517,0927-538X,W2993825036
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Country-specific risks and geographic disclosure aggregation: Voluntary disclosure behaviour by British multinationals,British Accounting Review,2019,Journal articles,10.1016/j.bar.2019.02.001,http://dx.doi.org/10.1016/j.bar.2019.02.001,Kang H; Gray SJ,2,51,pp. 259 - 276,,,0.91919044,UNSW staff profile,True,35,3.356,0890-8389,W2917247650
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Disclosure Overload? An Empirical Analysis of International Financial Reporting Standards Disclosure Requirements,Abacus,2019,Journal articles,10.1111/abac.12148,http://dx.doi.org/10.1111/abac.12148,Saha A; Morris RD; Kang H,3,55,pp. 205 - 236,,,0.96545721,UNSW staff profile,True,29,7.1316,0001-3072,W2922815806
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Non-GAAP Reporting and Debt Market Outcomes: Evidence from Regulation G,SCHMALENBACH BUSINESS REVIEW,2019,Journal articles,10.1007/s41464-019-00074-x,http://dx.doi.org/10.1007/s41464-019-00074-x,Thielemann F; Dinh T; Kang H,3,71,pp. 169 - 203,,,0.73077786,UNSW staff profile,False,5,0.7672,1439-2917,W2921613101
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Evolution of intangible asset accounting: Evidence from Australia,Journal of International Financial Management and Accounting,2018,Journal articles,10.1111/jifm.12081,http://dx.doi.org/10.1111/jifm.12081,Dinh T; Kang H; Morris RD; Schultze W,4,29,pp. 247 - 279,,,0.87050661,UNSW staff profile,False,9,1.9038,0954-1314,W2794057856
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Capitalizing Research & Development: Signaling or Earnings Management?,European Accounting Review,2016,Journal articles,10.1080/09638180.2015.1031149,http://dx.doi.org/10.1080/09638180.2015.1031149,Dinh T; Kang H; Schultze W,3,25,pp. 373 - 401,,,0.98475796,UNSW staff profile,True,100,13.1432,0963-8180,W3125386706
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,National Culture and Corporate Governance,Journal of International Accounting Research,2016,Journal articles,10.2308/jiar-51346,http://dx.doi.org/10.2308/jiar-51346,Duong HK; Kang H; Salter SB,3,15,pp. 67 - 96,,,0.98814115,UNSW staff profile,True,47,16.1845,1542-6297,W2205078949
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,The determinants and value relevance of banks' discretionary loan loss provisions during the financial crisis,Journal of Contemporary Accounting and Economics,2016,Journal articles,10.1016/j.jcae.2016.07.001,http://dx.doi.org/10.1016/j.jcae.2016.07.001,Morris RD; Kang H; Jie J,3,12,pp. 176 - 190,,,0.97485404,UNSW staff profile,True,52,8.7189,1815-5669,W2460046761
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Financial Accounting International Financial Reporting Standards,INTERNATIONAL JOURNAL OF ACCOUNTING,2014,Journal articles,10.1016/j.intacc.2014.04.001,http://dx.doi.org/10.1016/j.intacc.2014.04.001,Kang H,1,49,pp. 298 - 300,,,,UNSW staff profile,,0,,0020-7063,W2748534811
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Segment reporting practices in Australia: Has IRFS 8 made a difference?,Australian Accounting Review,2013,Journal articles,10.1111/j.1835-2561.2012.00173.x,http://dx.doi.org/10.1111/j.1835-2561.2012.00173.x,Kang H; Gray SJ,2,23,pp. 232 - 243,,,0.9867925,UNSW staff profile,True,59,14.979,1035-6908,W1524609258
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Corporate governance and earnings management: An Australian perspective,Corporate Ownership and Control,2013,Journal articles,,http://www.virtusinterpress.org/IMG/pdf/Helen_Kang_Sidney_Leung_Richard_D-Morris_Sidney_J-_Gray_paper_COC__Volume_10_Issue_3_Spring_2013_.pdf,Kang H; Leung S; Gray SJ; Morris RD,4,10,pp. 95 - 113,,,,UNSW staff profile,,,,,
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Information asymmetry of fair value accounting during the financial crisis,Journal of Contemporary Accounting & Economics,2013,Journal articles,10.1016/j.jcae.2013.10.001,http://dx.doi.org/10.1016/j.jcae.2013.10.001,Kang HH; Liao L; Morris RD,3,9,pp. 221 - 236,,,0.91943458,UNSW staff profile,True,44,3.1404,1815-5669,W2046528569
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,"Reply to the discussion of ""Reporting intangible assets: Voluntary disclosure practices of top emerging market companies",International Journal of Accounting,2011,Journal articles,10.1016/j.intacc.2011.09.009,http://dx.doi.org/10.1016/j.intacc.2011.09.009,Kang HH; Gray SJ,2,46,pp. 428 - 430,,,,UNSW staff profile,,0,,0020-7063,W2092611336
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Reporting Intangible Assets: Voluntary Disclosure Practices of Top Emerging Market Companies,The International Journal of Accounting Education and Research,2011,Journal articles,10.1016/j.intacc.2011.09.007,http://dx.doi.org/10.1016/j.intacc.2011.09.007,Kang HH; Gray SJ,2,43,pp. 402 - 423,,,0.98804212,UNSW staff profile,True,101,17.3856,0020-7063,W2010739238
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,The Content of Voluntary Intangible Asset Disclosures:  evidence from Emerging Market Companies,Journal of International Accounting Research,2011,Journal articles,10.2308/jiar.2011.10.1.109,http://dx.doi.org/10.2308/jiar.2011.10.1.109,Kang HH; Gray SJ,2,10,pp. 109 - 126,,,0.97517613,UNSW staff profile,True,41,10.2403,1542-6297,W2114151486
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Corporate Voluntary Disclosure Practices:  A Review of Content Analysis Research,Indian Accounting Review,2009,Journal articles,,,Kang HH; Gray SJ,2,13,pp. 19 - 38,,,,UNSW staff profile,,,,,
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,The Employment Landscape for Accounting Graduates and Work Experience Relevance.,Australian Accounting Review,2009,Journal articles,10.1111/j.1835-2561.2009.00071.x,http://dx.doi.org/10.1111/j.1835-2561.2009.00071.x,Simnett R; Kang HH; Roebuck PJ; Cheng MM,4,19,pp. 342 - 351,,,0.84220321,UNSW staff profile,False,14,0.6482,1035-6908,W2133447956
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,"Global Dimensions of Corporate Governance, Paperback Edition, Yadong Luo. Blackwell Publishing, Malden, MA, USA (2007), (Oxford, UK, Carlton, Australia, xvi+ 276 pages, £25.99, €34.50, US $44.95), ISBN-13: 978-1-4051-3707-2",The International Journal of Accounting,2008,Journal articles,10.1016/j.intacc.2008.01.005,http://dx.doi.org/10.1016/j.intacc.2008.01.005,Kang HH,1,43,pp. 88 - 96,,,,UNSW staff profile,,0,,0020-7063,W1530686059
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Corporate governance and board composition: Diversity and independence of Australian boards,Corporate Governance - An International Review,2007,Journal articles,10.1111/j.1467.8683.2007.00554.x,http://dx.doi.org/10.1111/j.1467.8683.2007.00554.x,Kang HH; Cheng MM; Gray SJ,3,15,pp. 194 - 207,,,,UNSW staff profile,,,,,
Helen Kang,https://www.unsw.edu.au/staff/helen-kang,UNSW Sydney,Accounting,Measuring the performance of IT services: an assessment of SERVQUAL,International Journal of Accounting Information Systems,2002,Journal articles,10.1016/S1467-0895(02)00031-3,http://dx.doi.org/10.1016/S1467-0895(02)00031-3,Kang HH; Bradley GW,2,3,pp. 151 - 164,,,0.92771761,UNSW staff profile,True,131,3.6031,1467-0895,W1713766640
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,Redefining ATO Powers at the Intersection of Debt and Financial Vulnerability,AUSTRALIAN TAX REVIEW,2025,Journal articles,,,O'Rourke K; Kayis-Kumar A; Walpole M,3,54,,,,,UNSW staff profile,,,,,
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,Squeezing blood from stones? A comparative analysis of tax relief for victim-survivors in Australia and the United States,"Australian Tax Forum: a journal of taxation policy, law and reform",2024,Journal articles,,,Kayis-Kumar A; Speidel C; Book L,3,39,pp. 191 - 220,,,,UNSW staff profile,,,,,
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,Identifying and supporting financially vulnerable women experiencing economic abuse: a grounded theory approach,eJournal of Tax Research,2023,Journal articles,,https://www.unsw.edu.au/content/dam/pdfs/unsw-adobe-websites/business-school/faculty/research/ejournal-of-tax-research/2023-V21-N2-Identifying-and-supporting-finally-vulnerable.pdf,Kayis-Kumar A; Lim Y; Noone J; Walpole M; Breckenridge J; Book L,6,,,,,,UNSW staff profile,,,,,
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,Pro Bono Tax Clinics: Aiding Australia's Tax Administration and Developing Students’ Self-Efficacy,Journal of Australian Taxation,2023,Journal articles,,,Morgan A; Freudenberg B; Kayis-Kumar A; Le V; Whait R; Cull M; Castelyn D; Vitale C,8,24,pp. 76 - 111,,,,UNSW staff profile,,,,,
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,WORK-INTEGRATED LEARNING FOR INTERNATIONAL STUDENTS: DEVELOPING SELF-EFFICACY THROUGH THE AUSTRALIAN NATIONAL TAX CLINIC PROGRAM,Journal of the Australasian Tax Teachers Association,2022,Journal articles,,,Cull M; McLaren J; Freudenberg B; Vitale C; Castelyn D; Whait R; Kayis-Kumar A; Le V; Morgan A,9,17,pp. 22 - 56,,,,UNSW staff profile,,,,,
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,Tax Accounting for Financial Wellbeing: Quantifying the Unmet need for Pro Bono Tax Advice,Australian Tax Review,2022,Journal articles,10.3316/agispt.20230105081319,https://search.informit.org/doi/abs/10.3316/agispt.20230105081319,Kayis-Kumar A; Noone J; Lim Y; Walpole M; Mackenzie G,5,51,pp. 228 - 257,,,,UNSW staff profile,,,,,
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,The exploitation of tax professional expenses for tax minimisation: Evidence from Australia,"Australian Tax Forum: a journal of taxation policy, law and reform",2022,Journal articles,10.3316/informit.20220804071765,https://search.informit.org/doi/10.3316/informit.20220804071765,Lim Y; Evans C; Kayis-Kumar A,3,37,pp. 295 - 318,,,,UNSW staff profile,,,,,
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,Serious Hardship Relief: In Need of a Serious Rethink?,The Sydney Law Review,2021,Journal articles,,http://www.austlii.edu.au/cgi-bin/viewdb/au/journals/SydLawRw/,O'Rourke K; Kayis-Kumar A; Walpole M,3,43,pp. 1 - 42,,,,UNSW staff profile,,,,,
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,„Pro Bono Tax Clinics: An International Comparison and Framework for Evidence-based Evaluation“,Steuer und Wirtschaft - StuW,2021,Journal articles,10.9785/stuw-2021-980314,http://dx.doi.org/10.9785/stuw-2021-980314,,,98,pp. 287 - 288,,,0.64550437,UNSW staff profile,False,1,0.2775,0341-2954,W4253321212
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,To cap or not to cap? Policy options for dealing with the costs of managing tax affairs deduction in Australia,"Australian Tax Forum: a journal of taxation policy, law and reform",2020,Journal articles,10.3316/informit.255532586461407,https://search.informit.org/doi/epdf/10.3316/informit.255532586461407,Kayis-Kumar A; Evans C; Lim Y,3,,,,,,UNSW staff profile,,,,,
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,Interprofessional Collaborative Practice In Pro Bono Tax Clinics: A Case Study Approach,Journal of Australian Taxation,2020,Journal articles,,https://www.jausttax.com.au/Articles_Free/JAT%20Volume%2022%20Issue%202%20-%20UNSW%20Tax%20Clinic.pdf,Kayis-Kumar A; Mackenzie G; Walpole M,3,22,pp. 49 - 49,,,,UNSW staff profile,,,,,
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,Pro Bono Tax Clinics: An international comparison and framework for evidence-based evaluation,Australian Tax Review,2020,Journal articles,,https://www.westlaw.com.au/maf/wlau/app/blob?blobguid=I9a8f8d87f1c211ea99dafba9e329f6c2&file=LAWREP-049-ATREV-JL-0110.pdf,Kayis-Kumar A; Noone J; Martin F; Walpole M,4,49,pp. 110 - 132,,,,UNSW staff profile,,,,,
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,Curtailing aggressive tax planning: The case for introducing mandatory disclosure rules in Australia – Cues from the United Kingdom and South Africa for effective Design Features (Part 2),eJournal of Tax Research,2020,Journal articles,,https://www.business.unsw.edu.au/research-site/publications-site/ejournaloftaxresearch-site/Documents/Curtailing-aggressive-tax-planning.pdf,Oguttu A; Kayis-Kumar A,2,17,pp. 233 - 257,,,,UNSW staff profile,,,,,
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,The Deductibility of Tax-related Expenses: Historical and Comparative Perspectives,Australian Tax Review,2019,Journal articles,,https://www.westlaw.com.au/maf/wlau/app/document?docguid=I21724460c4cc11e98d34858489f4be61&isTocNav=true&tocDs=AUNZ_AU_JOURNALS_TOC&startChunk=1&endChunk=1,Kayis-Kumar A; Evans C; Mellor P,3,48,pp. 100 - 116,,,,UNSW staff profile,,,,,
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,Curtailing aggressive tax planning: The case for introducing mandatory disclosure rules in Australia (Part 1),eJournal of Tax Research,2019,Journal articles,,https://search.proquest.com/docview/2383801984/fulltextPDF/59B0A76CB2D441E1PQ/1?accountid=12763,Kayis-Kumar A; Oguttu A,2,17,pp. 83 - 104,,,,UNSW staff profile,,,,,
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,Doing the BEPS we can? Addressing distortions in the cross-border intercompany setting,Australian Tax Review,2019,Journal articles,,,Kayis-Kumar A,1,48,pp. 117 - 138,,,,UNSW staff profile,,,,,
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,Simulating Tax-Minimization Strategies of Multinationals: Evaluating the Effectiveness of Changes in the United Kingdom’s Corporate Interest Deductibility Rule,World Tax Journal,2019,Journal articles,,,Kayis-Kumar A,1,11,pp. 121 - 155,,,,UNSW staff profile,,,,,
