researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,author_count,volume,pages,publisher,citation_percentile,source,citation_top_10_percent,cited_by_count,fwci,issn,openalex_id,author_match_type,openalex_author_id,review_reason
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,"""Complex behavior or higher mental process: Is there a paradigm shift?"" Comment.",American Psychologist,1972,Journal Articles,10.1037/h0038063,https://doi.org/10.1037/h0038063,Neil Warren,1,27,1196-1197,American Psychological Association,0.27758007,OpenAlex,False,3,0.0,0003-066X,W2067262215,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,Oppositions: The Intrinsic Structure of Kazuo Shinohara's Work,Perspecta,1983,Journal Articles,10.2307/1567065,https://doi.org/10.2307/1567065,Koji Taki; Neil Warren; Jorge M. E. Ferreras,3,20,43-43,The MIT Press,0.43218306,OpenAlex,False,3,0.0,0079-0958,W2796291777,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,A novel ex vivo porcine simulator for transanal endoscopic operation training,Gastrointestinal Endoscopy,2014,Journal Articles,10.1016/j.gie.2013.12.024,https://doi.org/10.1016/j.gie.2013.12.024,Chantelle Rizan; James Ansell; Konstantinos Arnaoutakis; Neil Warren; Jared Torkington; Michael Davies,6,79,1003-1003,Elsevier BV,0.49341963,OpenAlex,False,2,0.1381,0016-5107,W1993842563,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,Pathways to state property tax reform,AHURI Final Report,2017,Journal Articles,10.18408/ahuri-4111301,https://doi.org/10.18408/ahuri-4111301,Richard Eccleston; Neil Warren; Julia Verdouw; Kathleen Flanagan,4,,,,0.93779376,OpenAlex,True,2,2.4566,1834-7223,W2773195627,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,Assessment of technical parameters and skills training to inform a simulation-based training program for semi-automated robotic colonoscopy,Endoscopy International Open,2019,Journal Articles,10.1055/a-0774-4554,https://doi.org/10.1055/a-0774-4554,Maja Kopczynska; Stephanie Smits; Rebecca Hopps; Rajeswari Ramaraj; Neil Warren; S Goddard; Xujiong Ye; Sunil Dolwani,8,07,E9-E14,Thieme Medical Publishers (Germany),0.52038866,OpenAlex,False,2,0.1798,2196-9736,W2908229120,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,The innervision surgical smoke removal system,International Journal of Surgery,2012,Journal Articles,10.1016/j.ijsu.2012.06.228,https://doi.org/10.1016/j.ijsu.2012.06.228,James Ansell; Neil Warren; Paul Sibbons; Jared Torkington,4,10,S43-S43,Wolters Kluwer,0.50872087,OpenAlex,False,1,0.1369,1743-9159,W2034304955,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,The Myths of Youth,Sociology of Education,1965,Journal Articles,10.2307/2112196,https://doi.org/10.2307/2112196,Marie Jahoda; Neil Warren,2,38,138-138,SAGE Publishing,0.9859243,OpenAlex,True,13,14.8247,0038-0407,W2313957317,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,A Neurological and Behavioral Comparison of African and European Newborns in Uganda,Child Development,1974,Journal Articles,10.2307/1128083,https://doi.org/10.2307/1128083,Neil Warren; J M Parkin,2,45,966-966,Wiley,0.80990017,OpenAlex,False,13,0.7593,0009-3920,W4243465393,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,Social Class and Construct Systems: An Examination of the Cognitive Structure of Two Social Class Groups,British Journal of Social and Clinical Psychology,1966,Journal Articles,10.1111/j.2044-8260.1966.tb00483.x,https://doi.org/10.1111/j.2044-8260.1966.tb00483.x,Neil Warren,1,5,254-263,Wiley,0.92459016,OpenAlex,True,6,7.023,0007-1293,W2066879267,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,Over-Compensation in Time Relationships of Bilateral Movements of the Fingers,The American Journal of Psychology,1935,Journal Articles,10.2307/1416004,https://doi.org/10.2307/1416004,Neil Warren,1,47,580-580,University of Illinois Press,0.92256342,OpenAlex,True,6,3.1185,0002-9556,W2320287844,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,Research design for investigation of the lasting behavioural effects of malnutrition: The problem of controls,Social Science & Medicine (1967),1970,Journal Articles,10.1016/0037-7856(70)90017-x,https://doi.org/10.1016/0037-7856(70)90017-x,Neil Warren,1,4,589-593,Elsevier BV,0.69680851,OpenAlex,False,5,0.5735,0037-7856,W2001083910,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,A COMPARISON OF STANDARD TESTS OF DEPTH PERCEPTION,Optometry and Vision Science,1940,Journal Articles,10.1097/00006324-194005000-00002,https://doi.org/10.1097/00006324-194005000-00002,Neil Warren,1,17,208-211,Lippincott Williams & Wilkins,0.125,OpenAlex,False,5,0.0,1040-5488,W2007781359,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,H RAS mutations in haematologically normal individuals,The Hematology Journal,2000,Journal Articles,10.1038/sj.thj.6200060,https://doi.org/10.1038/sj.thj.6200060,Christine Taylor; Jérôme Larghero; Catherine Thomas; Neil Warren; Graham Carter; David C. Hughes; Dominic Culligan; Ala Al-Sabah; Jack Whittaker; Christine Chomienne; Rose Ann Padua,11,1,399-402,Nature Portfolio,0.82045682,OpenAlex,False,3,1.2247,1466-4860,W2013486112,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,A photographic study of reading during a sixty-five-hour vigil.,Journal of Educational Psychology,1940,Journal Articles,10.1037/h0061969,https://doi.org/10.1037/h0061969,Brant Clark; Neil Warren,2,31,383-390,American Psychological Association,0.96858072,OpenAlex,True,3,10.5,0022-0663,W2063065203,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,Normal Science and the Normal Standards of Scholarly Debate,Social Studies of Science,1974,Journal Articles,10.1177/030631277400400207,https://doi.org/10.1177/030631277400400207,Neil Warren,1,4,195-197,SAGE Publishing,0.2340604,OpenAlex,False,2,0.0,0036-8539,W2023955659,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,Height as a Factor in Choice of Vertical Angle of Fixation,The Journal of Psychology,1941,Journal Articles,10.1080/00223980.1941.9917055,https://doi.org/10.1080/00223980.1941.9917055,Neil Warren; Glen Grimsley,2,12,71-74,Taylor & Francis,0.10778443,OpenAlex,False,2,0.0,0022-3980,W2045563971,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,Vocal cord activity and vowel theory,Quarterly Journal of Speech,1936,Journal Articles,10.1080/00335633609380250,https://doi.org/10.1080/00335633609380250,Neil Warren,1,22,651-655,Routledge,0.11812627,OpenAlex,False,1,0.0,0033-5630,W2016657807,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,BINOCULAR FIXATION MOVEMENTS DURING A PROLONGED VIGIL,Optometry and Vision Science,1940,Journal Articles,10.1097/00006324-194011000-00003,https://doi.org/10.1097/00006324-194011000-00003,Brant Clark; Neil Warren,2,17,511-517,Lippincott Williams & Wilkins,0.28400598,OpenAlex,False,1,0.0,1040-5488,W2074602955,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,A systematic review of motion analysis as a valid tool for laparoscopic skill assessment in general surgery,International Journal of Surgery,2012,Journal Articles,10.1016/j.ijsu.2012.06.375,https://doi.org/10.1016/j.ijsu.2012.06.375,John Mason; James Ansell; Neil Warren; Jared Torkington,4,10,S71-S71,Wolters Kluwer,0.1153563,OpenAlex,False,0,0.0,1743-9159,W2049401083,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
Neil Warren,https://www.unsw.edu.au/staff/neil-warren,UNSW Sydney,Accounting,A Guide to Pursuing a Higher Degree in Surgery,Bulletin of The Royal College of Surgeons of England,2012,Journal Articles,10.1308/147363512x13311314198094,https://doi.org/10.1308/147363512x13311314198094,James Ansell; A.J. Beamish; Neil Warren; P. K. Donnelly; Jared Torkington,5,94,280-282,Royal College of Surgeons of England,0.15232511,OpenAlex,False,0,0.0,1473-6357,W2051931407,name+institution,A5111992219,probable name collision: only 8 of 58 in a business journal
